subgenome,seqid,start,end,strand,gene_id,gene_name,product,attributes
sgC,NC_092316.1,7155993,7156616,+,gene-LOC113738854,LOC113738854,kunitz trypsin inhibitor 5-like,ID=gene-LOC113738854;Dbxref=GeneID:113738854;Name=LOC113738854;description=kunitz trypsin inhibitor 5-like;gbkey=Gene;gene=LOC113738854;gene_biotype=protein_coding
sgC,NC_092316.1,7157951,7158789,+,gene-LOC113738819,LOC113738819,kunitz trypsin inhibitor 5-like,ID=gene-LOC113738819;Dbxref=GeneID:113738819;Name=LOC113738819;description=kunitz trypsin inhibitor 5-like;gbkey=Gene;gene=LOC113738819;gene_biotype=protein_coding
sgC,NC_092316.1,7164001,7164624,+,gene-LOC140004653,LOC140004653,kunitz trypsin inhibitor 5-like,ID=gene-LOC140004653;Dbxref=GeneID:140004653;Name=LOC140004653;description=kunitz trypsin inhibitor 5-like;gbkey=Gene;gene=LOC140004653;gene_biotype=protein_coding
sgC,NC_092316.1,7166119,7166957,+,gene-LOC140004893,LOC140004893,kunitz trypsin inhibitor 5-like,ID=gene-LOC140004893;Dbxref=GeneID:140004893;Name=LOC140004893;description=kunitz trypsin inhibitor 5-like;gbkey=Gene;gene=LOC140004893;gene_biotype=protein_coding
sgC,NC_092316.1,7172169,7172792,+,gene-LOC113738855,LOC113738855,kunitz trypsin inhibitor 5-like,ID=gene-LOC113738855;Dbxref=GeneID:113738855;Name=LOC113738855;description=kunitz trypsin inhibitor 5-like;gbkey=Gene;gene=LOC113738855;gene_biotype=protein_coding
sgC,NC_092316.1,7174294,7174974,+,gene-LOC113739499,LOC113739499,kunitz trypsin inhibitor 5-like,ID=gene-LOC113739499;Dbxref=GeneID:113739499;Name=LOC113739499;description=kunitz trypsin inhibitor 5-like;gbkey=Gene;gene=LOC113739499;gene_biotype=protein_coding
sgC,NC_092316.1,7449772,7453803,-,gene-LOC113739751,LOC113739751,E3 ubiquitin-protein ligase RING1-like,ID=gene-LOC113739751;Dbxref=GeneID:113739751;Name=LOC113739751;description=E3 ubiquitin-protein ligase RING1-like;gbkey=Gene;gene=LOC113739751;gene_biotype=protein_coding
sgC,NC_092316.1,7456307,7459350,-,gene-LOC113738444,LOC113738444,uncharacterized LOC113738444,ID=gene-LOC113738444;Dbxref=GeneID:113738444;Name=LOC113738444;description=uncharacterized LOC113738444;gbkey=Gene;gene=LOC113738444;gene_biotype=protein_coding
sgC,NC_092316.1,7464809,7465918,+,gene-LOC113738864,LOC113738864,acetylajmalan esterase-like,ID=gene-LOC113738864;Dbxref=GeneID:113738864;Name=LOC113738864;description=acetylajmalan esterase-like;gbkey=Gene;gene=LOC113738864;gene_biotype=protein_coding
sgC,NC_092316.1,7473303,7474673,+,gene-LOC113738865,LOC113738865,GDSL esterase/lipase At5g03980-like,ID=gene-LOC113738865;Dbxref=GeneID:113738865;Name=LOC113738865;description=GDSL esterase/lipase At5g03980-like;gbkey=Gene;gene=LOC113738865;gene_biotype=protein_coding
sgC,NC_092316.1,7479438,7482729,-,gene-LOC113739520,LOC113739520,F-box protein At5g49610,ID=gene-LOC113739520;Dbxref=GeneID:113739520;Name=LOC113739520;description=F-box protein At5g49610;gbkey=Gene;gene=LOC113739520;gene_biotype=protein_coding
sgC,NC_092316.1,7484755,7488303,-,gene-LOC113740403,LOC113740403,AUGMIN subunit 2,ID=gene-LOC113740403;Dbxref=GeneID:113740403;Name=LOC113740403;description=AUGMIN subunit 2;gbkey=Gene;gene=LOC113740403;gene_biotype=protein_coding
sgC,NC_092316.1,7491168,7492430,-,gene-LOC140004655,LOC140004655,uncharacterized LOC140004655,ID=gene-LOC140004655;Dbxref=GeneID:140004655;Name=LOC140004655;description=uncharacterized LOC140004655;gbkey=Gene;gene=LOC140004655;gene_biotype=protein_coding
sgC,NC_092316.1,7496850,7503394,+,gene-LOC113738619,LOC113738619,probable ADP-ribosylation factor GTPase-activating protein AGD15,ID=gene-LOC113738619;Dbxref=GeneID:113738619;Name=LOC113738619;description=probable ADP-ribosylation factor GTPase-activating protein AGD15;gbkey=Gene;gene=LOC113738619;gene_biotype=protein_coding
sgC,NC_092316.1,7517511,7524115,+,gene-LOC113739753,LOC113739753,dehydrogenase/reductase SDR family member FEY,ID=gene-LOC113739753;Dbxref=GeneID:113739753;Name=LOC113739753;description=dehydrogenase/reductase SDR family member FEY;gbkey=Gene;gene=LOC113739753;gene_biotype=protein_coding
sgC,NC_092316.1,7525748,7528699,-,gene-LOC113739752,LOC113739752,disease resistance protein RPP13-like,ID=gene-LOC113739752;Dbxref=GeneID:113739752;Name=LOC113739752;description=disease resistance protein RPP13-like;gbkey=Gene;gene=LOC113739752;gene_biotype=protein_coding
sgC,NC_092316.1,7543115,7547237,-,gene-LOC113738638,LOC113738638,disease resistance protein RPP13-like,ID=gene-LOC113738638;Dbxref=GeneID:113738638;Name=LOC113738638;description=disease resistance protein RPP13-like;gbkey=Gene;gene=LOC113738638;gene_biotype=protein_coding
sgC,NC_092316.1,7551042,7553044,+,gene-LOC113738867,LOC113738867,uncharacterized LOC113738867,ID=gene-LOC113738867;Dbxref=GeneID:113738867;Name=LOC113738867;description=uncharacterized LOC113738867;gbkey=Gene;gene=LOC113738867;gene_biotype=protein_coding
sgC,NC_092316.1,7559787,7561843,+,gene-LOC140004897,LOC140004897,uncharacterized LOC140004897,ID=gene-LOC140004897;Dbxref=GeneID:140004897;Name=LOC140004897;description=uncharacterized LOC140004897;gbkey=Gene;gene=LOC140004897;gene_biotype=lncRNA
sgC,NC_092316.1,7563339,7567939,+,gene-LOC113738868,LOC113738868,uncharacterized LOC113738868,ID=gene-LOC113738868;Dbxref=GeneID:113738868;Name=LOC113738868;description=uncharacterized LOC113738868;gbkey=Gene;gene=LOC113738868;gene_biotype=protein_coding
sgC,NC_092316.1,7567937,7569993,+,gene-LOC140004898,LOC140004898,uncharacterized LOC140004898,ID=gene-LOC140004898;Dbxref=GeneID:140004898;Name=LOC140004898;description=uncharacterized LOC140004898;gbkey=Gene;gene=LOC140004898;gene_biotype=lncRNA
sgC,NC_092316.1,7580150,7585085,+,gene-LOC113739819,LOC113739819,kinase-interacting family protein,ID=gene-LOC113739819;Dbxref=GeneID:113739819;Name=LOC113739819;description=kinase-interacting family protein;gbkey=Gene;gene=LOC113739819;gene_biotype=protein_coding
sgC,NC_092316.1,7583715,7589752,-,gene-LOC113739820,LOC113739820,uncharacterized LOC113739820,ID=gene-LOC113739820;Dbxref=GeneID:113739820;Name=LOC113739820;description=uncharacterized LOC113739820;gbkey=Gene;gene=LOC113739820;gene_biotype=protein_coding
sgC,NC_092316.1,7590644,7604243,-,gene-LOC113739756,LOC113739756,G-type lectin S-receptor-like serine/threonine-protein kinase At1g11410,ID=gene-LOC113739756;Dbxref=GeneID:113739756;Name=LOC113739756;description=G-type lectin S-receptor-like serine/threonine-protein kinase At1g11410;gbkey=Gene;gene=LOC113739756;gene_biotype=protein_coding
sgC,NC_092316.1,7612484,7613346,-,gene-LOC113739763,LOC113739763,uncharacterized LOC113739763,ID=gene-LOC113739763;Dbxref=GeneID:113739763;Name=LOC113739763;description=uncharacterized LOC113739763;gbkey=Gene;gene=LOC113739763;gene_biotype=lncRNA
sgC,NC_092316.1,7615868,7617706,-,gene-LOC113738871,LOC113738871,G-type lectin S-receptor-like serine/threonine-protein kinase At1g11410,ID=gene-LOC113738871;Dbxref=GeneID:113738871;Name=LOC113738871;description=G-type lectin S-receptor-like serine/threonine-protein kinase At1g11410;gbkey=Gene;gene=LOC113738871;gene_biotype=protein_coding
sgC,NC_092316.1,7618246,7619150,-,gene-LOC113742056,LOC113742056,pathogenesis-related protein 1A-like,ID=gene-LOC113742056;Dbxref=GeneID:113742056;Name=LOC113742056;description=pathogenesis-related protein 1A-like;gbkey=Gene;gene=LOC113742056;gene_biotype=protein_coding
sgC,NC_092316.1,7622857,7625702,-,gene-LOC113740643,LOC113740643,cysteine-rich receptor-like protein kinase 25,ID=gene-LOC113740643;Dbxref=GeneID:113740643;Name=LOC113740643;description=cysteine-rich receptor-like protein kinase 25;gbkey=Gene;gene=LOC113740643;gene_biotype=protein_coding
sgC,NC_092316.1,7631251,7633825,+,gene-LOC113739762,LOC113739762,uncharacterized LOC113739762,ID=gene-LOC113739762;Dbxref=GeneID:113739762;Name=LOC113739762;description=uncharacterized LOC113739762;gbkey=Gene;gene=LOC113739762;gene_biotype=lncRNA
sgC,NC_092316.1,7642106,7645751,-,gene-LOC113739755,LOC113739755,acidic endochitinase SE2-like,ID=gene-LOC113739755;Dbxref=GeneID:113739755;Name=LOC113739755;description=acidic endochitinase SE2-like;gbkey=Gene;gene=LOC113739755;gene_biotype=protein_coding
sgC,NC_092316.1,7650171,7653646,-,gene-LOC113738872,LOC113738872,G-type lectin S-receptor-like serine/threonine-protein kinase At1g11410,ID=gene-LOC113738872;Dbxref=GeneID:113738872;Name=LOC113738872;description=G-type lectin S-receptor-like serine/threonine-protein kinase At1g11410;gbkey=Gene;gene=LOC113738872;gene_biotype=protein_coding
sgC,NC_092316.1,7656979,7659805,-,gene-LOC113739761,LOC113739761,G-type lectin S-receptor-like serine/threonine-protein kinase At1g11410,ID=gene-LOC113739761;Dbxref=GeneID:113739761;Name=LOC113739761;description=G-type lectin S-receptor-like serine/threonine-protein kinase At1g11410;gbkey=Gene;gene=LOC113739761;gene_biotype=protein_coding
sgC,NC_092316.1,7661721,7665494,+,gene-LOC113739754,LOC113739754,G-type lectin S-receptor-like serine/threonine-protein kinase At1g11300,ID=gene-LOC113739754;Dbxref=GeneID:113739754;Name=LOC113739754;description=G-type lectin S-receptor-like serine/threonine-protein kinase At1g11300;gbkey=Gene;gene=LOC113739754;gene_biotype=protein_coding
sgC,NC_092316.1,7664871,7665390,+,gene-LOC140004656,LOC140004656,cysteine-rich receptor-like protein kinase 18,ID=gene-LOC140004656;Dbxref=GeneID:140004656;Name=LOC140004656;description=cysteine-rich receptor-like protein kinase 18;gbkey=Gene;gene=LOC140004656;gene_biotype=protein_coding
sgC,NC_092316.1,7677936,7681013,+,gene-LOC140005212,LOC140005212,uncharacterized LOC140005212,ID=gene-LOC140005212;Dbxref=GeneID:140005212;Name=LOC140005212;description=uncharacterized LOC140005212;gbkey=Gene;gene=LOC140005212;gene_biotype=protein_coding
sgC,NC_092316.1,7684845,7687503,-,gene-LOC113739758,LOC113739758,G-type lectin S-receptor-like serine/threonine-protein kinase CES101,ID=gene-LOC113739758;Dbxref=GeneID:113739758;Name=LOC113739758;description=G-type lectin S-receptor-like serine/threonine-protein kinase CES101;gbkey=Gene;gene=LOC113739758;gene_biotype=protein_coding
sgC,NC_092316.1,7695925,7698412,-,gene-LOC113739757,LOC113739757,G-type lectin S-receptor-like serine/threonine-protein kinase CES101,ID=gene-LOC113739757;Dbxref=GeneID:113739757;Name=LOC113739757;description=G-type lectin S-receptor-like serine/threonine-protein kinase CES101;gbkey=Gene;gene=LOC113739757;gene_biotype=protein_coding
sgC,NC_092316.1,7706561,7712270,-,gene-LOC113738874,LOC113738874,G-type lectin S-receptor-like serine/threonine-protein kinase CES101,ID=gene-LOC113738874;Dbxref=GeneID:113738874;Name=LOC113738874;description=G-type lectin S-receptor-like serine/threonine-protein kinase CES101;gbkey=Gene;gene=LOC113738874;gene_biotype=protein_coding
sgC,NC_092316.1,7718400,7722781,-,gene-LOC113738875,LOC113738875,receptor-like serine/threonine-protein kinase SD1-7,ID=gene-LOC113738875;Dbxref=GeneID:113738875;Name=LOC113738875;description=receptor-like serine/threonine-protein kinase SD1-7;gbkey=Gene;gene=LOC113738875;gene_biotype=protein_coding
sgC,NC_092316.1,7728346,7731678,-,gene-LOC140004657,LOC140004657,G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290,ID=gene-LOC140004657;Dbxref=GeneID:140004657;Name=LOC140004657;description=G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290;gbkey=Gene;gene=LOC140004657;gene_biotype=protein_coding
sgC,NC_092316.1,7735083,7736816,+,gene-LOC113738876,LOC113738876,xyloglucan endotransglucosylase protein 6-like,ID=gene-LOC113738876;Dbxref=GeneID:113738876;Name=LOC113738876;description=xyloglucan endotransglucosylase protein 6-like;gbkey=Gene;gene=LOC113738876;gene_biotype=protein_coding
sgC,NC_092316.1,7752093,7759296,+,gene-LOC113738428,LOC113738428,rhodanese-like domain-containing protein 8%2C chloroplastic,ID=gene-LOC113738428;Dbxref=GeneID:113738428;Name=LOC113738428;description=rhodanese-like domain-containing protein 8%2C chloroplastic;gbkey=Gene;gene=LOC113738428;gene_biotype=protein_coding
sgC,NC_092316.1,7760019,7760709,+,gene-LOC113738818,LOC113738818,uncharacterized LOC113738818,ID=gene-LOC113738818;Dbxref=GeneID:113738818;Name=LOC113738818;description=uncharacterized LOC113738818;gbkey=Gene;gene=LOC113738818;gene_biotype=protein_coding
sgC,NC_092316.1,7760617,7763388,-,gene-LOC113738878,LOC113738878,putative pentatricopeptide repeat-containing protein At2g01510,ID=gene-LOC113738878;Dbxref=GeneID:113738878;Name=LOC113738878;description=putative pentatricopeptide repeat-containing protein At2g01510;gbkey=Gene;gene=LOC113738878;gene_biotype=protein_coding
sgC,NC_092316.1,7884302,7904932,+,gene-LOC140005214,LOC140005214,DNA-directed RNA polymerase III subunit 2-like,ID=gene-LOC140005214;Dbxref=GeneID:140005214;Name=LOC140005214;description=DNA-directed RNA polymerase III subunit 2-like;gbkey=Gene;gene=LOC140005214;gene_biotype=protein_coding
sgC,NC_092316.1,7905452,7915186,-,gene-LOC113739767,LOC113739767,histone acetyltransferase of the MYST family 1-like,ID=gene-LOC113739767;Dbxref=GeneID:113739767;Name=LOC113739767;description=histone acetyltransferase of the MYST family 1-like;gbkey=Gene;gene=LOC113739767;gene_biotype=protein_coding
sgC,NC_092316.1,7916812,7925093,+,gene-LOC140005216,LOC140005216,uncharacterized LOC140005216,ID=gene-LOC140005216;Dbxref=GeneID:140005216;Name=LOC140005216;description=uncharacterized LOC140005216;gbkey=Gene;gene=LOC140005216;gene_biotype=protein_coding
sgC,NC_092316.1,7926032,7930239,-,gene-LOC140004899,LOC140004899,NAC domain-containing protein 54-like,ID=gene-LOC140004899;Dbxref=GeneID:140004899;Name=LOC140004899;description=NAC domain-containing protein 54-like;gbkey=Gene;gene=LOC140004899;gene_biotype=protein_coding
sgC,NC_092316.1,7933911,7937846,+,gene-LOC140004900,LOC140004900,homeobox-leucine zipper protein ROC8-like,ID=gene-LOC140004900;Dbxref=GeneID:140004900;Name=LOC140004900;description=homeobox-leucine zipper protein ROC8-like;gbkey=Gene;gene=LOC140004900;gene_biotype=protein_coding
sgC,NC_092316.1,7942851,7952498,-,gene-LOC140005217,LOC140005217,uncharacterized LOC140005217,ID=gene-LOC140005217;Dbxref=GeneID:140005217;Name=LOC140005217;description=uncharacterized LOC140005217;gbkey=Gene;gene=LOC140005217;gene_biotype=protein_coding
sgC,NC_092316.1,7953585,7967254,-,gene-LOC140005219,LOC140005219,probable cyclic nucleotide-gated ion channel 20%2C chloroplastic,ID=gene-LOC140005219;Dbxref=GeneID:140005219;Name=LOC140005219;description=probable cyclic nucleotide-gated ion channel 20%2C chloroplastic;gbkey=Gene;gene=LOC140005219;gene_biotype=protein_coding
sgC,NC_092316.1,7969980,7990682,-,gene-LOC113740246,LOC113740246,probable cyclic nucleotide-gated ion channel 20%2C chloroplastic,ID=gene-LOC113740246;Dbxref=GeneID:113740246;Name=LOC113740246;description=probable cyclic nucleotide-gated ion channel 20%2C chloroplastic;gbkey=Gene;gene=LOC113740246;gene_biotype=protein_coding
sgC,NC_092316.1,7970278,7971223,+,gene-LOC113740247,LOC113740247,uncharacterized LOC113740247,ID=gene-LOC113740247;Dbxref=GeneID:113740247;Name=LOC113740247;description=uncharacterized LOC113740247;gbkey=Gene;gene=LOC113740247;gene_biotype=lncRNA
sgC,NC_092316.1,7995769,7999679,+,gene-LOC140005220,LOC140005220,uncharacterized LOC140005220,ID=gene-LOC140005220;Dbxref=GeneID:140005220;Name=LOC140005220;description=uncharacterized LOC140005220;gbkey=Gene;gene=LOC140005220;gene_biotype=lncRNA
sgC,NC_092316.1,8003595,8006637,+,gene-LOC113739776,LOC113739776,elongation factor 1-alpha,ID=gene-LOC113739776;Dbxref=GeneID:113739776;Name=LOC113739776;description=elongation factor 1-alpha;gbkey=Gene;gene=LOC113739776;gene_biotype=protein_coding
sgC,NC_092316.1,8008284,8009644,+,gene-LOC113740297,LOC113740297,mitochondrial import inner membrane translocase subunit TIM14-3,ID=gene-LOC113740297;Dbxref=GeneID:113740297;Name=LOC113740297;description=mitochondrial import inner membrane translocase subunit TIM14-3;gbkey=Gene;gene=LOC113740297;gene_biotype=protein_coding
sgC,NC_092316.1,8010401,8016574,+,gene-LOC113738413,LOC113738413,D-cysteine desulfhydrase 1%2C mitochondrial-like,ID=gene-LOC113738413;Dbxref=GeneID:113738413;Name=LOC113738413;description=D-cysteine desulfhydrase 1%2C mitochondrial-like;gbkey=Gene;gene=LOC113738413;gene_biotype=protein_coding
sgC,NC_092316.1,8017190,8019693,-,gene-LOC140004901,LOC140004901,uncharacterized LOC140004901,ID=gene-LOC140004901;Dbxref=GeneID:140004901;Name=LOC140004901;description=uncharacterized LOC140004901;gbkey=Gene;gene=LOC140004901;gene_biotype=lncRNA
sgC,NC_092316.1,8023348,8033531,+,gene-LOC113739777,LOC113739777,uncharacterized LOC113739777,ID=gene-LOC113739777;Dbxref=GeneID:113739777;Name=LOC113739777;description=uncharacterized LOC113739777;gbkey=Gene;gene=LOC113739777;gene_biotype=protein_coding
sgC,NC_092316.1,8035774,8037041,+,gene-LOC113739778,LOC113739778,protein LURP-one-related 8-like,ID=gene-LOC113739778;Dbxref=GeneID:113739778;Name=LOC113739778;description=protein LURP-one-related 8-like;gbkey=Gene;gene=LOC113739778;gene_biotype=protein_coding
sgC,NC_092316.1,8039047,8049664,+,gene-LOC113739806,LOC113739806,uncharacterized LOC113739806,ID=gene-LOC113739806;Dbxref=GeneID:113739806;Name=LOC113739806;description=uncharacterized LOC113739806;gbkey=Gene;gene=LOC113739806;gene_biotype=protein_coding
sgC,NC_092316.1,8057253,8059823,-,gene-LOC113738663,LOC113738663,transcription factor MYB54-like,ID=gene-LOC113738663;Dbxref=GeneID:113738663;Name=LOC113738663;description=transcription factor MYB54-like;gbkey=Gene;gene=LOC113738663;gene_biotype=protein_coding
sgC,NC_092316.1,8067188,8072786,-,gene-LOC113738826,LOC113738826,DNA polymerase epsilon subunit B-like,ID=gene-LOC113738826;Dbxref=GeneID:113738826;Name=LOC113738826;description=DNA polymerase epsilon subunit B-like;gbkey=Gene;gene=LOC113738826;gene_biotype=protein_coding
sgC,NC_092316.1,8073866,8078708,-,gene-LOC113739781,LOC113739781,glutamate decarboxylase-like,ID=gene-LOC113739781;Dbxref=GeneID:113739781;Name=LOC113739781;description=glutamate decarboxylase-like;gbkey=Gene;gene=LOC113739781;gene_biotype=protein_coding
sgC,NC_092316.1,8081505,8091352,+,gene-LOC140005221,LOC140005221,uncharacterized LOC140005221,ID=gene-LOC140005221;Dbxref=GeneID:140005221;Name=LOC140005221;description=uncharacterized LOC140005221;gbkey=Gene;gene=LOC140005221;gene_biotype=protein_coding
sgC,NC_092316.1,8095943,8098840,+,gene-LOC113739785,LOC113739785,probable arabinose 5-phosphate isomerase,ID=gene-LOC113739785;Dbxref=GeneID:113739785;Name=LOC113739785;description=probable arabinose 5-phosphate isomerase;gbkey=Gene;gene=LOC113739785;gene_biotype=protein_coding
sgC,NC_092316.1,8100100,8101686,+,gene-LOC113739788,LOC113739788,thylakoid lumenal 17.9 kDa protein%2C chloroplastic,ID=gene-LOC113739788;Dbxref=GeneID:113739788;Name=LOC113739788;description=thylakoid lumenal 17.9 kDa protein%2C chloroplastic;gbkey=Gene;gene=LOC113739788;gene_biotype=protein_coding
sgC,NC_092316.1,8103308,8110108,+,gene-LOC113739784,LOC113739784,uncharacterized LOC113739784,ID=gene-LOC113739784;Dbxref=GeneID:113739784;Name=LOC113739784;description=uncharacterized LOC113739784;gbkey=Gene;gene=LOC113739784;gene_biotype=protein_coding
sgC,NC_092316.1,8110417,8114435,-,gene-LOC113739786,LOC113739786,protein REDOX 2-like,ID=gene-LOC113739786;Dbxref=GeneID:113739786;Name=LOC113739786;description=protein REDOX 2-like;gbkey=Gene;gene=LOC113739786;gene_biotype=protein_coding
sgC,NC_092316.1,8116056,8120309,-,gene-LOC140005223,LOC140005223,uncharacterized LOC140005223,ID=gene-LOC140005223;Dbxref=GeneID:140005223;Name=LOC140005223;description=uncharacterized LOC140005223;gbkey=Gene;gene=LOC140005223;gene_biotype=lncRNA
sgC,NC_092316.1,8121607,8124679,-,gene-LOC113739790,LOC113739790,protein REDOX 2-like,ID=gene-LOC113739790;Dbxref=GeneID:113739790;Name=LOC113739790;description=protein REDOX 2-like;gbkey=Gene;gene=LOC113739790;gene_biotype=protein_coding
sgC,NC_092316.1,8132555,8134555,+,gene-LOC113738885,LOC113738885,CASP-like protein 4D1,ID=gene-LOC113738885;Dbxref=GeneID:113738885;Name=LOC113738885;description=CASP-like protein 4D1;gbkey=Gene;gene=LOC113738885;gene_biotype=protein_coding
sgC,NC_092316.1,8144298,8147470,+,gene-LOC113739796,LOC113739796,protein indeterminate-domain 16-like,ID=gene-LOC113739796;Dbxref=GeneID:113739796;Name=LOC113739796;description=protein indeterminate-domain 16-like;gbkey=Gene;gene=LOC113739796;gene_biotype=protein_coding
sgC,NC_092316.1,8152419,8153750,+,gene-LOC113741691,LOC113741691,uncharacterized LOC113741691,ID=gene-LOC113741691;Dbxref=GeneID:113741691;Name=LOC113741691;description=uncharacterized LOC113741691;gbkey=Gene;gene=LOC113741691;gene_biotype=lncRNA
sgC,NC_092316.1,8223872,8227833,+,gene-LOC113739794,LOC113739794,uncharacterized LOC113739794,ID=gene-LOC113739794;Dbxref=GeneID:113739794;Name=LOC113739794;description=uncharacterized LOC113739794;gbkey=Gene;gene=LOC113739794;gene_biotype=protein_coding
sgC,NC_092316.1,8227977,8230727,-,gene-LOC113739793,LOC113739793,pentatricopeptide repeat-containing protein At1g73400%2C mitochondrial-like,ID=gene-LOC113739793;Dbxref=GeneID:113739793;Name=LOC113739793;description=pentatricopeptide repeat-containing protein At1g73400%2C mitochondrial-like;gbkey=Gene;gene=LOC113739793;gene_biotype=protein_coding
sgC,NC_092316.1,8230673,8234132,+,gene-LOC113739795,LOC113739795,uncharacterized LOC113739795,ID=gene-LOC113739795;Dbxref=GeneID:113739795;Name=LOC113739795;description=uncharacterized LOC113739795;gbkey=Gene;gene=LOC113739795;gene_biotype=protein_coding
sgC,NC_092316.1,8235040,8241755,-,gene-LOC113738671,LOC113738671,uncharacterized LOC113738671,ID=gene-LOC113738671;Dbxref=GeneID:113738671;Name=LOC113738671;description=uncharacterized LOC113738671;gbkey=Gene;gene=LOC113738671;gene_biotype=protein_coding
sgC,NC_092316.1,8244788,8246847,-,gene-LOC113738600,LOC113738600,purple acid phosphatase 17,ID=gene-LOC113738600;Dbxref=GeneID:113738600;Name=LOC113738600;description=purple acid phosphatase 17;gbkey=Gene;gene=LOC113738600;gene_biotype=protein_coding
sgC,NC_092316.1,8250202,8253614,-,gene-LOC113740135,LOC113740135,UV-B-induced protein At3g17800%2C chloroplastic-like,ID=gene-LOC113740135;Dbxref=GeneID:113740135;Name=LOC113740135;description=UV-B-induced protein At3g17800%2C chloroplastic-like;gbkey=Gene;gene=LOC113740135;gene_biotype=protein_coding
sgC,NC_092316.1,8262189,8265428,+,gene-LOC113738768,LOC113738768,uncharacterized LOC113738768,ID=gene-LOC113738768;Dbxref=GeneID:113738768;Name=LOC113738768;description=uncharacterized LOC113738768;gbkey=Gene;gene=LOC113738768;gene_biotype=protein_coding
sgC,NC_092316.1,8265914,8268845,+,gene-LOC113738488,LOC113738488,uncharacterized LOC113738488,ID=gene-LOC113738488;Dbxref=GeneID:113738488;Name=LOC113738488;description=uncharacterized LOC113738488;gbkey=Gene;gene=LOC113738488;gene_biotype=protein_coding
sgC,NC_092316.1,8271529,8278014,+,gene-LOC113738703,LOC113738703,extra-large guanine nucleotide-binding protein 3-like,ID=gene-LOC113738703;Dbxref=GeneID:113738703;Name=LOC113738703;description=extra-large guanine nucleotide-binding protein 3-like;gbkey=Gene;gene=LOC113738703;gene_biotype=protein_coding
sgC,NC_092316.1,8279069,8281646,-,gene-LOC113738484,LOC113738484,uncharacterized LOC113738484,ID=gene-LOC113738484;Dbxref=GeneID:113738484;Name=LOC113738484;description=uncharacterized LOC113738484;gbkey=Gene;gene=LOC113738484;gene_biotype=protein_coding
